策略,策略名称,回测天数,年化收益率(%),累计收益率(%),最大回撤(%),最大回撤起始日,最大回撤结束日,夏普比率,卡玛比率,索提诺比率,波动率(年化%),期末总资产(元),总交易次数,买入次数,卖出次数,盈利次数,亏损次数,胜率(%),平均盈利(%),平均亏损(%),盈亏比,总手续费(元),转换次数,买入触发次数,止盈触发次数,买入持有收益率(%),超额收益(%),纯货币基金收益率(%)
买Q0.15-0.70_卖Q0.85-0.95_4买3卖_基30000_增20000,广发约定净值转换,429,2.78,4.77,-0.4,2026-06-16,2026-06-30,-0.313,6.86,-0.261,0.8,1047773.51,32,16,16,19,0,100.0,3.98,0,0,0.0,32,16,16,3.63,1.14,2.35
买Q0.05-0.70_卖Q0.85-0.95_4买2卖_基30000_增20000,广发约定净值转换,429,2.78,4.77,-0.4,2026-06-16,2026-06-30,-0.313,6.86,-0.261,0.8,1047773.51,32,16,16,19,0,100.0,3.98,0,0,0.0,32,16,16,3.63,1.14,2.35
买Q0.15-0.70_卖Q0.85-0.95_4买2卖_基30000_增20000,广发约定净值转换,429,2.78,4.77,-0.4,2026-06-16,2026-06-30,-0.313,6.86,-0.261,0.8,1047773.51,32,16,16,19,0,100.0,3.98,0,0,0.0,32,16,16,3.63,1.14,2.35
买Q0.05-0.70_卖Q0.85-0.95_4买3卖_基30000_增20000,广发约定净值转换,429,2.78,4.77,-0.4,2026-06-16,2026-06-30,-0.313,6.86,-0.261,0.8,1047773.51,32,16,16,19,0,100.0,3.98,0,0,0.0,32,16,16,3.63,1.14,2.35
买Q0.05-0.80_卖Q0.85-0.95_4买2卖_基30000_增20000,广发约定净值转换,429,2.76,4.75,-0.4,2026-06-16,2026-06-30,-0.329,6.825,-0.278,0.81,1047544.99,32,16,16,19,0,100.0,3.95,0,0,0.0,32,16,16,3.63,1.12,2.35
买Q0.15-0.80_卖Q0.75-0.90_5买3卖_基80000_增10000,广发约定净值转换,429,2.77,4.75,-0.82,2026-06-22,2026-06-30,-0.216,3.354,-0.166,1.2,1047597.35,24,8,16,18,0,100.0,3.33,0,0,0.0,24,8,16,3.63,1.12,2.35
买Q0.05-0.80_卖Q0.85-0.90_5买2卖_基30000_增20000,广发约定净值转换,429,2.77,4.75,-0.54,2026-06-22,2026-06-30,-0.299,5.103,-0.253,0.87,1047592.03,34,17,17,21,0,100.0,3.62,0,0,0.0,34,17,17,3.63,1.12,2.35
买Q0.05-0.80_卖Q0.85-0.95_4买3卖_基30000_增20000,广发约定净值转换,429,2.76,4.75,-0.4,2026-06-16,2026-06-30,-0.329,6.825,-0.278,0.81,1047544.99,32,16,16,19,0,100.0,3.95,0,0,0.0,32,16,16,3.63,1.12,2.35
买Q0.05-0.70_卖Q0.85-0.90_5买3卖_基30000_增20000,广发约定净值转换,429,2.74,4.71,-0.54,2026-06-22,2026-06-30,-0.326,5.062,-0.273,0.87,1047192.8,34,17,17,21,0,100.0,3.59,0,0,0.0,34,17,17,3.63,1.08,2.35
买Q0.15-0.70_卖Q0.85-0.90_5买3卖_基30000_增20000,广发约定净值转换,429,2.74,4.71,-0.54,2026-06-22,2026-06-30,-0.326,5.062,-0.273,0.87,1047192.8,34,17,17,21,0,100.0,3.59,0,0,0.0,34,17,17,3.63,1.08,2.35
买Q0.15-0.80_卖Q0.85-0.95_5买2卖_基30000_增20000,广发约定净值转换,429,2.73,4.69,-0.67,2026-06-22,2026-06-30,-0.328,4.063,-0.262,0.9,1047004.54,34,17,17,21,0,100.0,3.56,0,0,0.0,34,17,17,3.63,1.06,2.35
买Q0.15-0.70_卖Q0.85-0.90_4买2卖_基30000_增20000,广发约定净值转换,429,2.73,4.69,-0.4,2026-06-16,2026-06-30,-0.372,6.743,-0.309,0.8,1046961.41,32,16,16,19,0,100.0,3.83,0,0,0.0,32,16,16,3.63,1.06,2.35
买Q0.15-0.80_卖Q0.85-0.95_5买3卖_基30000_增20000,广发约定净值转换,429,2.73,4.69,-0.67,2026-06-22,2026-06-30,-0.328,4.063,-0.262,0.9,1047004.54,34,17,17,21,0,100.0,3.56,0,0,0.0,34,17,17,3.63,1.06,2.35
买Q0.05-0.70_卖Q0.85-0.90_4买2卖_基30000_增20000,广发约定净值转换,429,2.73,4.69,-0.4,2026-06-16,2026-06-30,-0.372,6.743,-0.309,0.8,1046961.41,32,16,16,19,0,100.0,3.83,0,0,0.0,32,16,16,3.63,1.06,2.35
买Q0.05-0.80_卖Q0.85-0.90_5买3卖_基30000_增20000,广发约定净值转换,429,2.73,4.69,-0.54,2026-06-22,2026-06-30,-0.34,5.036,-0.287,0.87,1046964.28,34,17,17,21,0,100.0,3.56,0,0,0.0,34,17,17,3.63,1.06,2.35
买Q0.05-0.80_卖Q0.85-0.90_4买2卖_基30000_增20000,广发约定净值转换,429,2.72,4.67,-0.4,2026-06-16,2026-06-30,-0.388,6.708,-0.326,0.8,1046732.89,32,16,16,19,0,100.0,3.79,0,0,0.0,32,16,16,3.63,1.04,2.35
买Q0.05-0.70_卖Q0.85-0.90_4买3卖_基30000_增20000,广发约定净值转换,429,2.69,4.63,-0.4,2026-06-16,2026-06-30,-0.416,6.653,-0.345,0.8,1046333.65,32,16,16,19,0,100.0,3.76,0,0,0.0,32,16,16,3.63,1.0,2.35
买Q0.15-0.80_卖Q0.75-0.95_4买2卖_基50000_增20000,广发约定净值转换,429,2.7,4.63,-0.4,2026-06-22,2026-06-30,-0.397,6.689,-0.326,0.83,1046407.08,16,6,10,11,0,100.0,6.0,0,0,0.0,16,6,10,3.63,1.0,2.35
买Q0.15-0.80_卖Q0.75-0.95_4买3卖_基50000_增20000,广发约定净值转换,429,2.7,4.63,-0.4,2026-06-22,2026-06-30,-0.397,6.689,-0.326,0.83,1046407.08,16,6,10,11,0,100.0,6.0,0,0,0.0,16,6,10,3.63,1.0,2.35
买Q0.15-0.70_卖Q0.85-0.90_4买3卖_基30000_增20000,广发约定净值转换,429,2.69,4.63,-0.4,2026-06-16,2026-06-30,-0.416,6.653,-0.345,0.8,1046333.65,32,16,16,19,0,100.0,3.76,0,0,0.0,32,16,16,3.63,1.0,2.35
买Q0.15-0.80_卖Q0.85-0.90_5买2卖_基30000_增20000,广发约定净值转换,429,2.69,4.62,-0.67,2026-06-22,2026-06-30,-0.377,3.997,-0.301,0.89,1046240.24,34,17,17,21,0,100.0,3.43,0,0,0.0,34,17,17,3.63,0.99,2.35
买Q0.05-0.80_卖Q0.85-0.90_4买3卖_基30000_增20000,广发约定净值转换,429,2.68,4.6,-0.4,2026-06-16,2026-06-30,-0.432,6.619,-0.363,0.8,1046105.13,32,16,16,19,0,100.0,3.73,0,0,0.0,32,16,16,3.63,0.97,2.35
买Q0.15-0.80_卖Q0.75-0.90_4买2卖_基50000_增20000,广发约定净值转换,429,2.66,4.57,-0.4,2026-06-22,2026-06-30,-0.44,6.6,-0.361,0.83,1045779.32,16,6,10,11,0,100.0,5.89,0,0,0.0,16,6,10,3.63,0.94,2.35
买Q0.15-0.80_卖Q0.85-0.90_5买3卖_基30000_增20000,广发约定净值转换,429,2.65,4.56,-0.67,2026-06-22,2026-06-30,-0.417,3.943,-0.332,0.89,1045612.48,34,17,17,21,0,100.0,3.38,0,0,0.0,34,17,17,3.63,0.93,2.35
买Q0.15-0.80_卖Q0.75-0.90_4买3卖_基50000_增20000,广发约定净值转换,429,2.65,4.56,-0.4,2026-06-22,2026-06-30,-0.449,6.582,-0.369,0.83,1045653.77,16,6,10,11,0,100.0,5.78,0,0,0.0,16,6,10,3.63,0.93,2.35
买Q0.15-0.70_卖Q0.75-0.95_5买2卖_基30000_增20000,广发约定净值转换,429,2.65,4.55,-0.54,2026-06-22,2026-06-30,-0.44,4.878,-0.378,0.85,1045589.57,38,19,19,23,0,100.0,3.02,0,0,0.0,38,19,19,3.63,0.92,2.35
买Q0.05-0.70_卖Q0.75-0.95_5买2卖_基30000_增20000,广发约定净值转换,429,2.65,4.55,-0.54,2026-06-22,2026-06-30,-0.44,4.878,-0.378,0.85,1045589.57,38,19,19,23,0,100.0,3.02,0,0,0.0,38,19,19,3.63,0.92,2.35
买Q0.15-0.70_卖Q0.75-0.95_5买3卖_基30000_增20000,广发约定净值转换,429,2.65,4.55,-0.54,2026-06-22,2026-06-30,-0.44,4.878,-0.378,0.85,1045589.57,38,19,19,23,0,100.0,3.02,0,0,0.0,38,19,19,3.63,0.92,2.35
买Q0.05-0.70_卖Q0.75-0.95_5买3卖_基30000_增20000,广发约定净值转换,429,2.65,4.55,-0.54,2026-06-22,2026-06-30,-0.44,4.878,-0.378,0.85,1045589.57,38,19,19,23,0,100.0,3.02,0,0,0.0,38,19,19,3.63,0.92,2.35
买Q0.15-0.70_卖Q0.85-0.95_3买2卖_基50000_增20000,广发约定净值转换,429,2.64,4.53,-0.43,2026-06-16,2026-06-30,-0.549,6.062,-0.483,0.71,1045350.0,29,14,15,15,0,100.0,3.1,0,0,0.0,29,14,15,3.63,0.9,2.35
买Q0.05-0.70_卖Q0.85-0.95_3买2卖_基50000_增20000,广发约定净值转换,429,2.64,4.53,-0.43,2026-06-16,2026-06-30,-0.549,6.062,-0.483,0.71,1045350.0,29,14,15,15,0,100.0,3.1,0,0,0.0,29,14,15,3.63,0.9,2.35
买Q0.05-0.70_卖Q0.85-0.95_3买3卖_基50000_增20000,广发约定净值转换,429,2.64,4.53,-0.43,2026-06-16,2026-06-30,-0.549,6.062,-0.483,0.71,1045350.0,29,14,15,15,0,100.0,3.1,0,0,0.0,29,14,15,3.63,0.9,2.35
买Q0.15-0.70_卖Q0.85-0.95_3买3卖_基50000_增20000,广发约定净值转换,429,2.64,4.53,-0.43,2026-06-16,2026-06-30,-0.549,6.062,-0.483,0.71,1045350.0,29,14,15,15,0,100.0,3.1,0,0,0.0,29,14,15,3.63,0.9,2.35
买Q0.15-0.80_卖Q0.85-0.95_4买3卖_基30000_增10000,广发约定净值转换,429,2.63,4.52,-0.4,2026-06-22,2026-06-30,-0.556,6.547,-0.512,0.71,1045290.31,34,17,17,21,0,100.0,3.94,0,0,0.0,34,17,17,3.63,0.89,2.35
买Q0.15-0.80_卖Q0.85-0.95_4买2卖_基30000_增10000,广发约定净值转换,429,2.63,4.52,-0.4,2026-06-22,2026-06-30,-0.556,6.547,-0.512,0.71,1045290.31,34,17,17,21,0,100.0,3.94,0,0,0.0,34,17,17,3.63,0.89,2.35
买Q0.15-0.70_卖Q0.75-0.95_4买2卖_基30000_增20000,广发约定净值转换,429,2.62,4.49,-0.41,2026-06-16,2026-06-30,-0.525,6.447,-0.462,0.78,1045004.86,36,18,18,21,0,100.0,3.16,0,0,0.0,36,18,18,3.63,0.86,2.35
买Q0.05-0.80_卖Q0.85-0.95_3买2卖_基50000_增20000,广发约定净值转换,429,2.61,4.49,-0.44,2026-06-16,2026-06-30,-0.579,6.009,-0.515,0.71,1044969.13,29,14,15,15,0,100.0,3.05,0,0,0.0,29,14,15,3.63,0.86,2.35
买Q0.05-0.70_卖Q0.75-0.90_5买2卖_基30000_增20000,广发约定净值转换,429,2.61,4.49,-0.54,2026-06-22,2026-06-30,-0.484,4.811,-0.414,0.85,1044961.82,38,19,19,23,0,100.0,2.96,0,0,0.0,38,19,19,3.63,0.86,2.35
买Q0.05-0.70_卖Q0.75-0.95_4买3卖_基30000_增20000,广发约定净值转换,429,2.62,4.49,-0.41,2026-06-16,2026-06-30,-0.525,6.447,-0.462,0.78,1045004.86,36,18,18,21,0,100.0,3.16,0,0,0.0,36,18,18,3.63,0.86,2.35
买Q0.05-0.70_卖Q0.75-0.95_4买2卖_基30000_增20000,广发约定净值转换,429,2.62,4.49,-0.41,2026-06-16,2026-06-30,-0.525,6.447,-0.462,0.78,1045004.86,36,18,18,21,0,100.0,3.16,0,0,0.0,36,18,18,3.63,0.86,2.35
买Q0.15-0.70_卖Q0.75-0.90_5买2卖_基30000_增20000,广发约定净值转换,429,2.61,4.49,-0.54,2026-06-22,2026-06-30,-0.484,4.811,-0.414,0.85,1044961.82,38,19,19,23,0,100.0,2.96,0,0,0.0,38,19,19,3.63,0.86,2.35
买Q0.15-0.70_卖Q0.75-0.95_4买3卖_基30000_增20000,广发约定净值转换,429,2.62,4.49,-0.41,2026-06-16,2026-06-30,-0.525,6.447,-0.462,0.78,1045004.86,36,18,18,21,0,100.0,3.16,0,0,0.0,36,18,18,3.63,0.86,2.35
买Q0.05-0.80_卖Q0.85-0.95_3买3卖_基50000_增20000,广发约定净值转换,429,2.61,4.49,-0.44,2026-06-16,2026-06-30,-0.579,6.009,-0.515,0.71,1044969.13,29,14,15,15,0,100.0,3.05,0,0,0.0,29,14,15,3.63,0.86,2.35
买Q0.05-0.80_卖Q0.75-0.95_5买2卖_基50000_增20000,广发约定净值转换,429,2.6,4.47,-0.5,2026-06-22,2026-06-30,-0.489,5.164,-0.366,0.86,1044777.0,16,6,10,11,0,100.0,5.53,0,0,0.0,16,6,10,3.63,0.84,2.35
买Q0.05-0.80_卖Q0.75-0.95_5买3卖_基50000_增20000,广发约定净值转换,429,2.6,4.47,-0.5,2026-06-22,2026-06-30,-0.489,5.164,-0.366,0.86,1044777.0,16,6,10,11,0,100.0,5.53,0,0,0.0,16,6,10,3.63,0.84,2.35
买Q0.15-0.70_卖Q0.85-0.90_3买2卖_基50000_增20000,广发约定净值转换,429,2.6,4.47,-0.43,2026-06-16,2026-06-30,-0.601,5.978,-0.527,0.71,1044722.25,29,14,15,15,0,100.0,3.02,0,0,0.0,29,14,15,3.63,0.84,2.35
买Q0.05-0.70_卖Q0.85-0.90_3买2卖_基50000_增20000,广发约定净值转换,429,2.6,4.47,-0.43,2026-06-16,2026-06-30,-0.601,5.978,-0.527,0.71,1044722.25,29,14,15,15,0,100.0,3.02,0,0,0.0,29,14,15,3.63,0.84,2.35
买Q0.15-0.80_卖Q0.85-0.90_4买2卖_基30000_增10000,广发约定净值转换,429,2.59,4.45,-0.4,2026-06-22,2026-06-30,-0.616,6.443,-0.565,0.7,1044571.52,34,17,17,21,0,100.0,3.81,0,0,0.0,34,17,17,3.63,0.82,2.35
买Q0.05-0.70_卖Q0.85-0.95_5买2卖_基30000_增10000,广发约定净值转换,429,2.59,4.45,-0.46,2026-06-22,2026-06-30,-0.597,5.662,-0.514,0.72,1044603.85,34,17,17,21,0,100.0,3.78,0,0,0.0,34,17,17,3.63,0.82,2.35
买Q0.15-0.70_卖Q0.85-0.95_5买2卖_基30000_增10000,广发约定净值转换,429,2.59,4.45,-0.46,2026-06-22,2026-06-30,-0.597,5.662,-0.514,0.72,1044603.85,34,17,17,21,0,100.0,3.78,0,0,0.0,34,17,17,3.63,0.82,2.35
买Q0.05-0.70_卖Q0.75-0.90_5买3卖_基30000_增20000,广发约定净值转换,429,2.59,4.45,-0.54,2026-06-22,2026-06-30,-0.509,4.771,-0.435,0.85,1044585.16,38,19,19,23,0,100.0,2.92,0,0,0.0,38,19,19,3.63,0.82,2.35
买Q0.05-0.70_卖Q0.85-0.95_5买3卖_基30000_增10000,广发约定净值转换,429,2.59,4.45,-0.46,2026-06-22,2026-06-30,-0.597,5.662,-0.514,0.72,1044603.85,34,17,17,21,0,100.0,3.78,0,0,0.0,34,17,17,3.63,0.82,2.35
买Q0.15-0.70_卖Q0.85-0.95_5买3卖_基30000_增10000,广发约定净值转换,429,2.59,4.45,-0.46,2026-06-22,2026-06-30,-0.597,5.662,-0.514,0.72,1044603.85,34,17,17,21,0,100.0,3.78,0,0,0.0,34,17,17,3.63,0.82,2.35
买Q0.15-0.70_卖Q0.75-0.90_5买3卖_基30000_增20000,广发约定净值转换,429,2.59,4.45,-0.54,2026-06-22,2026-06-30,-0.509,4.771,-0.435,0.85,1044585.16,38,19,19,23,0,100.0,2.92,0,0,0.0,38,19,19,3.63,0.82,2.35
买Q0.05-0.70_卖Q0.85-0.90_3买3卖_基50000_增20000,广发约定净值转换,429,2.59,4.44,-0.43,2026-06-16,2026-06-30,-0.621,5.945,-0.544,0.71,1044471.14,29,14,15,15,0,100.0,2.94,0,0,0.0,29,14,15,3.63,0.81,2.35
买Q0.15-0.70_卖Q0.85-0.90_3买3卖_基50000_增20000,广发约定净值转换,429,2.59,4.44,-0.43,2026-06-16,2026-06-30,-0.621,5.945,-0.544,0.71,1044471.14,29,14,15,15,0,100.0,2.94,0,0,0.0,29,14,15,3.63,0.81,2.35
买Q0.05-0.80_卖Q0.85-0.90_3买2卖_基50000_增20000,广发约定净值转换,429,2.58,4.43,-0.44,2026-06-16,2026-06-30,-0.631,5.926,-0.56,0.71,1044341.38,29,14,15,15,0,100.0,2.97,0,0,0.0,29,14,15,3.63,0.8,2.35
买Q0.15-0.80_卖Q0.85-0.90_4买3卖_基30000_增10000,广发约定净值转换,429,2.58,4.43,-0.4,2026-06-22,2026-06-30,-0.636,6.407,-0.583,0.7,1044320.42,34,17,17,21,0,100.0,3.75,0,0,0.0,34,17,17,3.63,0.8,2.35
买Q0.05-0.80_卖Q0.85-0.95_5买2卖_基30000_增10000,广发约定净值转换,429,2.58,4.43,-0.46,2026-06-22,2026-06-30,-0.615,5.632,-0.534,0.72,1044375.33,34,17,17,21,0,100.0,3.75,0,0,0.0,34,17,17,3.63,0.8,2.35
买Q0.15-0.70_卖Q0.75-0.90_4买2卖_基30000_增20000,广发约定净值转换,429,2.58,4.43,-0.41,2026-06-16,2026-06-30,-0.573,6.357,-0.502,0.77,1044377.1,36,18,18,21,0,100.0,3.11,0,0,0.0,36,18,18,3.63,0.8,2.35
买Q0.05-0.70_卖Q0.75-0.90_4买2卖_基30000_增20000,广发约定净值转换,429,2.58,4.43,-0.41,2026-06-16,2026-06-30,-0.573,6.357,-0.502,0.77,1044377.1,36,18,18,21,0,100.0,3.11,0,0,0.0,36,18,18,3.63,0.8,2.35
买Q0.05-0.80_卖Q0.85-0.95_5买3卖_基30000_增10000,广发约定净值转换,429,2.58,4.43,-0.46,2026-06-22,2026-06-30,-0.615,5.632,-0.534,0.72,1044375.33,34,17,17,21,0,100.0,3.75,0,0,0.0,34,17,17,3.63,0.8,2.35
买Q0.15-0.70_卖Q0.85-0.95_3买2卖_基50000_增10000,广发约定净值转换,429,2.57,4.42,-0.42,2026-06-16,2026-06-30,-0.676,6.076,-0.604,0.67,1044280.29,29,14,15,15,0,100.0,3.1,0,0,0.0,29,14,15,3.63,0.79,2.35
买Q0.05-0.70_卖Q0.85-0.95_3买3卖_基50000_增10000,广发约定净值转换,429,2.57,4.42,-0.42,2026-06-16,2026-06-30,-0.676,6.076,-0.604,0.67,1044280.29,29,14,15,15,0,100.0,3.1,0,0,0.0,29,14,15,3.63,0.79,2.35
买Q0.05-0.70_卖Q0.85-0.95_3买2卖_基50000_增10000,广发约定净值转换,429,2.57,4.42,-0.42,2026-06-16,2026-06-30,-0.676,6.076,-0.604,0.67,1044280.29,29,14,15,15,0,100.0,3.1,0,0,0.0,29,14,15,3.63,0.79,2.35
买Q0.15-0.70_卖Q0.85-0.95_3买3卖_基50000_增10000,广发约定净值转换,429,2.57,4.42,-0.42,2026-06-16,2026-06-30,-0.676,6.076,-0.604,0.67,1044280.29,29,14,15,15,0,100.0,3.1,0,0,0.0,29,14,15,3.63,0.79,2.35
买Q0.05-0.80_卖Q0.75-0.90_5买2卖_基50000_增20000,广发约定净值转换,429,2.57,4.41,-0.5,2026-06-22,2026-06-30,-0.531,5.092,-0.396,0.86,1044149.24,16,6,10,11,0,100.0,5.42,0,0,0.0,16,6,10,3.63,0.78,2.35
买Q0.05-0.80_卖Q0.85-0.90_3买3卖_基50000_增20000,广发约定净值转换,429,2.56,4.4,-0.44,2026-06-16,2026-06-30,-0.651,5.892,-0.578,0.71,1044090.28,29,14,15,15,0,100.0,2.89,0,0,0.0,29,14,15,3.63,0.77,2.35
买Q0.05-0.80_卖Q0.75-0.90_5买3卖_基50000_增20000,广发约定净值转换,429,2.56,4.4,-0.5,2026-06-22,2026-06-30,-0.54,5.077,-0.403,0.86,1044023.69,16,6,10,11,0,100.0,5.31,0,0,0.0,16,6,10,3.63,0.77,2.35
买Q0.05-0.70_卖Q0.75-0.90_4买3卖_基30000_增20000,广发约定净值转换,429,2.56,4.39,-0.41,2026-06-16,2026-06-30,-0.6,6.304,-0.526,0.77,1044000.45,36,18,18,21,0,100.0,3.05,0,0,0.0,36,18,18,3.63,0.76,2.35
买Q0.15-0.70_卖Q0.75-0.90_4买3卖_基30000_增20000,广发约定净值转换,429,2.56,4.39,-0.41,2026-06-16,2026-06-30,-0.6,6.304,-0.526,0.77,1044000.45,36,18,18,21,0,100.0,3.05,0,0,0.0,36,18,18,3.63,0.76,2.35
买Q0.05-0.70_卖Q0.85-0.95_4买2卖_基30000_增10000,广发约定净值转换,429,2.55,4.38,-0.36,2026-06-16,2026-06-30,-0.714,7.029,-0.61,0.66,1043879.12,32,16,16,19,0,100.0,3.98,0,0,0.0,32,16,16,3.63,0.75,2.35
买Q0.05-0.70_卖Q0.85-0.95_4买3卖_基30000_增10000,广发约定净值转换,429,2.55,4.38,-0.36,2026-06-16,2026-06-30,-0.714,7.029,-0.61,0.66,1043879.12,32,16,16,19,0,100.0,3.98,0,0,0.0,32,16,16,3.63,0.75,2.35
买Q0.15-0.70_卖Q0.85-0.90_5买2卖_基30000_增10000,广发约定净值转换,429,2.55,4.38,-0.46,2026-06-22,2026-06-30,-0.655,5.571,-0.562,0.72,1043885.06,34,17,17,21,0,100.0,3.65,0,0,0.0,34,17,17,3.63,0.75,2.35
买Q0.05-0.80_卖Q0.85-0.95_3买2卖_基50000_增10000,广发约定净值转换,429,2.55,4.38,-0.42,2026-06-16,2026-06-30,-0.708,6.021,-0.641,0.67,1043899.42,29,14,15,15,0,100.0,3.05,0,0,0.0,29,14,15,3.63,0.75,2.35
买Q0.05-0.70_卖Q0.85-0.90_5买2卖_基30000_增10000,广发约定净值转换,429,2.55,4.38,-0.46,2026-06-22,2026-06-30,-0.655,5.571,-0.562,0.72,1043885.06,34,17,17,21,0,100.0,3.65,0,0,0.0,34,17,17,3.63,0.75,2.35
买Q0.05-0.80_卖Q0.85-0.95_3买3卖_基50000_增10000,广发约定净值转换,429,2.55,4.38,-0.42,2026-06-16,2026-06-30,-0.708,6.021,-0.641,0.67,1043899.42,29,14,15,15,0,100.0,3.05,0,0,0.0,29,14,15,3.63,0.75,2.35
买Q0.05-0.80_卖Q0.75-0.95_4买3卖_基50000_增20000,广发约定净值转换,429,2.55,4.38,-0.36,2026-07-06,2026-07-10,-0.603,7.142,-0.395,0.79,1043826.49,13,5,8,9,0,100.0,6.56,0,0,0.0,13,5,8,3.63,0.75,2.35
买Q0.15-0.70_卖Q0.85-0.95_4买2卖_基30000_增10000,广发约定净值转换,429,2.55,4.38,-0.36,2026-06-16,2026-06-30,-0.714,7.029,-0.61,0.66,1043879.12,32,16,16,19,0,100.0,3.98,0,0,0.0,32,16,16,3.63,0.75,2.35
买Q0.05-0.80_卖Q0.75-0.95_4买2卖_基50000_增20000,广发约定净值转换,429,2.55,4.38,-0.36,2026-07-06,2026-07-10,-0.603,7.142,-0.395,0.79,1043826.49,13,5,8,9,0,100.0,6.56,0,0,0.0,13,5,8,3.63,0.75,2.35
买Q0.15-0.70_卖Q0.85-0.95_4买3卖_基30000_增10000,广发约定净值转换,429,2.55,4.38,-0.36,2026-06-16,2026-06-30,-0.714,7.029,-0.61,0.66,1043879.12,32,16,16,19,0,100.0,3.98,0,0,0.0,32,16,16,3.63,0.75,2.35
买Q0.05-0.70_卖Q0.85-0.90_5买3卖_基30000_增10000,广发约定净值转换,429,2.54,4.36,-0.46,2026-06-22,2026-06-30,-0.675,5.54,-0.579,0.72,1043633.96,34,17,17,21,0,100.0,3.59,0,0,0.0,34,17,17,3.63,0.73,2.35
买Q0.05-0.80_卖Q0.85-0.95_4买3卖_基30000_增10000,广发约定净值转换,429,2.54,4.36,-0.36,2026-06-16,2026-06-30,-0.733,6.991,-0.634,0.66,1043650.6,32,16,16,19,0,100.0,3.95,0,0,0.0,32,16,16,3.63,0.73,2.35
买Q0.05-0.80_卖Q0.85-0.90_5买2卖_基30000_增10000,广发约定净值转换,429,2.54,4.36,-0.46,2026-06-22,2026-06-30,-0.673,5.541,-0.582,0.72,1043656.54,34,17,17,21,0,100.0,3.62,0,0,0.0,34,17,17,3.63,0.73,2.35
买Q0.15-0.80_卖Q0.85-0.95_3买3卖_基50000_增20000,广发约定净值转换,429,2.54,4.36,-0.57,2026-06-16,2026-06-30,-0.669,4.483,-0.556,0.73,1043617.34,29,14,15,15,0,100.0,2.79,0,0,0.0,29,14,15,3.63,0.73,2.35
买Q0.05-0.70_卖Q0.85-0.90_3买2卖_基50000_增10000,广发约定净值转换,429,2.54,4.36,-0.42,2026-06-16,2026-06-30,-0.732,5.99,-0.652,0.66,1043652.53,29,14,15,15,0,100.0,3.02,0,0,0.0,29,14,15,3.63,0.73,2.35
买Q0.05-0.80_卖Q0.85-0.95_4买2卖_基30000_增10000,广发约定净值转换,429,2.54,4.36,-0.36,2026-06-16,2026-06-30,-0.733,6.991,-0.634,0.66,1043650.6,32,16,16,19,0,100.0,3.95,0,0,0.0,32,16,16,3.63,0.73,2.35
买Q0.15-0.70_卖Q0.85-0.90_5买3卖_基30000_增10000,广发约定净值转换,429,2.54,4.36,-0.46,2026-06-22,2026-06-30,-0.675,5.54,-0.579,0.72,1043633.96,34,17,17,21,0,100.0,3.59,0,0,0.0,34,17,17,3.63,0.73,2.35
买Q0.15-0.70_卖Q0.85-0.90_3买2卖_基50000_增10000,广发约定净值转换,429,2.54,4.36,-0.42,2026-06-16,2026-06-30,-0.732,5.99,-0.652,0.66,1043652.53,29,14,15,15,0,100.0,3.02,0,0,0.0,29,14,15,3.63,0.73,2.35
买Q0.15-0.80_卖Q0.85-0.95_3买2卖_基50000_增20000,广发约定净值转换,429,2.54,4.36,-0.57,2026-06-16,2026-06-30,-0.669,4.483,-0.556,0.73,1043617.34,29,14,15,15,0,100.0,2.79,0,0,0.0,29,14,15,3.63,0.73,2.35
买Q0.15-0.70_卖Q0.85-0.90_3买3卖_基50000_增10000,广发约定净值转换,429,2.53,4.35,-0.42,2026-06-16,2026-06-30,-0.743,5.973,-0.662,0.66,1043526.98,29,14,15,15,0,100.0,2.94,0,0,0.0,29,14,15,3.63,0.72,2.35
买Q0.05-0.70_卖Q0.85-0.90_3买3卖_基50000_增10000,广发约定净值转换,429,2.53,4.35,-0.42,2026-06-16,2026-06-30,-0.743,5.973,-0.662,0.66,1043526.98,29,14,15,15,0,100.0,2.94,0,0,0.0,29,14,15,3.63,0.72,2.35
买Q0.15-0.80_卖Q0.85-0.95_5买2卖_基30000_增10000,广发约定净值转换,429,2.52,4.34,-0.55,2026-06-22,2026-06-30,-0.677,4.578,-0.556,0.74,1043409.76,34,17,17,21,0,100.0,3.56,0,0,0.0,34,17,17,3.63,0.71,2.35
买Q0.15-0.80_卖Q0.85-0.95_5买3卖_基30000_增10000,广发约定净值转换,429,2.52,4.34,-0.55,2026-06-22,2026-06-30,-0.677,4.578,-0.556,0.74,1043409.76,34,17,17,21,0,100.0,3.56,0,0,0.0,34,17,17,3.63,0.71,2.35
买Q0.05-0.80_卖Q0.85-0.90_5买3卖_基30000_增10000,广发约定净值转换,429,2.52,4.33,-0.46,2026-06-22,2026-06-30,-0.693,5.509,-0.599,0.72,1043405.44,34,17,17,21,0,100.0,3.56,0,0,0.0,34,17,17,3.63,0.7,2.35
买Q0.05-0.80_卖Q0.85-0.90_3买2卖_基50000_增10000,广发约定净值转换,429,2.52,4.32,-0.42,2026-06-16,2026-06-30,-0.763,5.936,-0.689,0.66,1043271.67,29,14,15,15,0,100.0,2.97,0,0,0.0,29,14,15,3.63,0.69,2.35
